Title,Year,Duration,Genre,Rating,Votes,Director,Actor1,Actor2,Actor3,genre_list,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Unknown,genre_War,genre_Western,Director_enc,Actor1_enc,Actor2_enc,Actor3_enc
Pyar Pyar,(1993),,"Action, Drama, Romance",4.6,8,Sunil R. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Isha Gupta,"['Action', 'Drama', 'Romance']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2804,448,1108,971
Pyara Tarana,(1982),,"Musical, Romance",7.4,16,K. Balachander,Asrani,Kamal Haasan,Shafi Inamdar,"['Musical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1145,389,1020,2423
Pyare Mohan,(2006),0.0,"Action, Comedy, Crime",3.3,827,Ravinddra Khare,Indra Kumar,Fardeen Khan,Vivek Oberoi,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231,848,686,3008
Pyari Behna,(1985),0.0,"Action, Comedy, Drama",6.8,70,Bapu,Mithun Chakraborty,Padmini Kolhapure,Tanvi Azmi,"['Action', 'Comedy', 'Drama']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1304,1647,2787
Pyasa Darinda,(1990),,Horror,4.9,8,Kapil Dev,Kapil Karzan,Baby Vijaya,Unknown,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1238,1006,418,2853
Pyasa Shaitan,(1984),0.0,Horror,5.0,54,Joginder Shelly,Kamal Haasan,Joginder Shelly,Madhu Malhotra,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1114,982,968,1330
Pyasi Atma,(1998),,Horror,4.7,9,P. Chandrakumar,Dolly Bindra,Brahmachari,Mithun Chakraborty,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1753,681,483,1494
Pyasi Chudail,(1998),,Horror,3.5,6,Kasthuri,Ravi,Radha Ravi,Unknown,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1261,1792,1821,2853
Pyasi Sham,(1969),,"Drama, Romance, Thriller",6.9,23,Amar Kumar,Sunil Dutt,Feroz Khan,Sharmila Tagore,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,183,2262,706,2464
Q,(2017),0.0,"Drama, Thriller",6.0,29,Sanjeev Gupta,Heeba Shah,Ashwin Shukla,Unknown,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2468,805,364,2853
Qahar,(1997),,"Action, Crime, Drama",3.8,160,Rajkumar Kohli,Sunny Deol,Sunil Shetty,Arman Kohli,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,2270,2552,357
Qaid,(1975),0.0,"Drama, Romance, Thriller",5.7,15,Atma Ram,Vinod Khanna,Leena Chandavarkar,Jayshree T.,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,406,2487,1188,1052
Qaid Mein Hai Bulbul,(1992),,"Drama, Romance",2.8,35,Ravindra Peepat,Rana Jung Bahadur,Bhagyashree,Sudha Chandran,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2236,1758,442,2670
Qaidi,(1984),0.0,"Action, Drama",6.1,30,S.S. Ravichandra,Asrani,Urmila Bhatt,Bharat Bhushan,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,389,2688,501
Qarib Qarib Single,(2017),0.0,"Comedy, Romance",7.1,0,Tanuja Chandra,Irrfan Khan,Parvathy Thiruvothu,Neha Dhupia,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2878,853,1675,1672
Qasam Se Qasam Se,(2012),0.0,Romance,4.0,18,Ashfaq Makrani,Faith,Farhan,Satish Kaushik,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,353,697,689,2376
Qatal E Aam,(2005),,Action,2.9,7,Sanjay Sharma,Ishrat Ali,Laxmikant Berde,Mithun Chakraborty,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462,861,1183,1494
Qatil,(1988),0.0,"Crime, Drama, Mystery",6.0,25,Ashok Gaekwad,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,373,79,2186,2438
Qatil Chudail,(2001),0.0,Horror,5.2,5,Kanti Shah,Anil Nagrath,Jhony Nirmal,Amit Pachori,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1233,252,955,194
Qatil Haseeno Ka,(2001),0.0,Crime,3.1,7,K. Shivram,Arya,Rana Jung Bahadur,Aparna Bera,['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,357,1952,328
Qatilon Ka Qatil,(2004),,Action,4.2,6,Chitra Shenoy,Darshan Thoogudeep,Unknown,Unknown,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,577,2681,2853
Qatl,(1986),0.0,"Mystery, Thriller",7.0,202,R.K. Nayyar,Sanjeev Kumar,Ranjeeta Kaur,Shatrughan Sinha,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1963,1980,1964,2480
Qawwali Ki Raat,(1964),,Musical,6.1,8,Durgesh Kumar,P.L. Santoshi,Mumtaz,Kamaljit Singh,['Musical'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,746,1502,1455,1131
Qayamat,(1983),0.0,"Action, Crime, Drama",6.0,62,Raj N. Sippy,Dharmendra,Smita Patil,Jaya Prada,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,631,2436,1039
Qayamat Ki Raat,(1990),,Horror,4.6,10,G.T.B. Harvey,Pappu Verma,Goga Kapoor,Shakti Kapoor,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,798,1518,758,2438
Qayamat Se Qayamat Tak,(1988),0.0,"Drama, Musical, Romance",7.5,0,Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1501,18,982,855
Qayamat: City Under Threat,(2003),0.0,"Action, Drama, Romance",4.7,0,Harry Baweja,Ajay Devgn,Sunil Shetty,Sanjay Kapoor,"['Action', 'Drama', 'Romance']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,920,108,2552,2331
Qila,(1998),0.0,"Drama, Family, Music",5.1,109,Umesh Mehra,Dilip Kumar,Mukul Dev,Rekha,"['Drama', 'Family', 'Music']",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2934,657,1454,2136
Queen,(2013),0.0,"Adventure, Comedy, Drama",8.2,0,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,Lisa Haydon,"['Adventure', 'Comedy', 'Drama']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,997,1905,1307
Queen of Sajjangarh,(2021),,Horror,5.9,20,Mahaveer Shringi,Vaibhav Chauhan,Rajesh Dubeay,Abhijeet Ghadge,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1415,2406,1887,39
Queens! Destiny of Dance,(2011),0.0,"Drama, Musical",5.4,10,David Atkins,Seema Biswas,Vineeth,Unknown,"['Drama', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,628,2024,2788,2853
Quick Gun Murugun: Misadventures of an Indian Cowboy,(2009),0.0,"Action, Comedy, Drama",5.8,802,Shashanka Ghosh,Rajendra Prasad,Rambha,Anu Menon,"['Action', 'Comedy', 'Drama']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2593,1696,1937,299
Qurbani,(1980),0.0,"Action, Crime, Drama",7.0,823,Feroz Khan,Feroz Khan,Vinod Khanna,Zeenat Aman,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,714,2791,3058
Qurbani Rang Layegi,(1991),,"Drama, Family",5.5,32,Raj N. Sippy,Sanjay Dutt,Poonam Dhillon,Padmini Kolhapure,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1969,1714,1756
Qurbaniyaan,(2000),,Action,3.2,5,T.L.V. Prasad,Mithun Chakraborty,Raza Murad,Paintal,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,1304,1992,1759
R... Rajkumar,(2013),0.0,"Action, Comedy, Romance",5.2,0,Prabhu Deva,Shahid Kapoor,Sonakshi Sinha,Sonu Sood,"['Action', 'Comedy', 'Romance']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1847,2042,2457,2637
Ra.One,(2011),0.0,"Action, Adventure, Sci-Fi",4.7,0,Anubhav Sinha,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,289,2038,300,1171
Raabta,(2017),0.0,"Action, Drama, Fantasy",5.1,0,Dinesh Vijan,Deepika Padukone,Sushant Singh Rajput,Rajkummar Rao,"['Action', 'Drama', 'Fantasy']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,730,608,2577,2023
Raadha Aur Seeta,(1979),0.0,"Drama, Family",5.4,7,Vijay Kapoor,Rajendranath Malhotra,Madan Puri,Leela Mishra,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009,1697,1218,1296
Raag Desh,(2017),0.0,"Action, Drama, History",8.1,376,Tigmanshu Dhulia,Kunal Kapoor,Amit Sadh,Mohit Marwah,"['Action', 'Drama', 'History']",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2908,1107,171,1518
Raagini,(1958),0.0,"Drama, Family",6.5,10,Rakhan,Ashok Kumar,Kishore Kumar,Padmini,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,376,1110,1754
Raahee,(1987),,"Action, Crime, Drama",5.5,15,Raman Kumar,Sanjeev Kumar,Shatrughan Sinha,Smita Patil,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,1980,2325,2599
Raahgir,(2019),0.0,Drama,7.4,27,Goutam Ghose,Adil Hussain,Tillotama Shome,Neeraj Kabi,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,69,2645,1663
Raaj Tilak,(1984),,"Action, Drama",5.9,120,Rajkumar Kohli,Dharmendra,Hema Malini,Kamal Haasan,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,631,818,1127
Raaja,(1975),0.0,"Drama, Family",6.2,38,K. Shankar,Rishi Kapoor,Sulakshana Pandit,Prem Chopra,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,1835,2528,1872
Raakh,(1989),0.0,"Action, Crime, Drama",7.5,0,Aditya Bhattacharya,Aamir Khan,Supriya Pathak,Pankaj Kapur,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,18,2563,1767
Raakh: A Poem Masked in Blood,(2007),0.0,"Action, Crime, Drama",3.6,77,Hansal Mehta,Mithun Chakraborty,Sohail Khan,Aamir Ali,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1304,2447,8
Raakhi Aur Rifle,(1976),0.0,Action,6.3,7,Radhakant,Dara Singh,Raman Khanna,Sona Mastan Mirza,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,575,1935,2618
Raampur Ka Lakshman,(1972),0.0,"Drama, Family",6.3,66,Manmohan Desai,Randhir Kapoor,Rekha,Shatrughan Sinha,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,1763,2003,2480
Raanjhanaa,(2013),0.0,"Drama, Romance",7.6,0,Aanand L. Rai,Dhanush,Sonam Kapoor,Mohd. Zeeshan Ayyub,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,630,2468,1510
Raasaiyya,(1995),0.0,"Comedy, Drama",4.9,178,Kannan,R. Kannan,Prabhu Deva,Roja,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,1633,1721,2197
Raaste Kaa Patthar,(1972),0.0,"Drama, Romance",5.7,85,Mukul Dutt,Amitabh Bachchan,Shatrughan Sinha,Laxmi Chhaya,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1607,206,2325,1292
Raaste Pyar Ke,(1982),,"Drama, Family",4.3,14,Rajendra Prasad V.B.,Jeetendra,Rekha,Shabana Azmi,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065,919,2003,2417
Raat,(1992),0.0,Horror,7.1,0,Ram Gopal Varma,Revathi,Rohini Hattangadi,Om Puri,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2146,1821,2053,1746
Raat Akeli Hai,(2020),0.0,"Crime, Drama, Mystery",7.3,0,Honey Trehan,Nawazuddin Siddiqui,Radhika Apte,Aditya Srivastav,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,957,1428,1827,82
Raat Aur Din,(1967),0.0,"Mystery, Thriller",7.6,74,Satyen Bose,Nargis,Pradeep Kumar,Feroz Khan,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2519,1400,1723,795
Raat Baaki Hai,(2021),0.0,"Drama, Thriller",5.2,332,Avinash Das,Paoli Dam,Anup Soni,Dipannita Sharma,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,414,1517,254,731
"Raat Gayi, Baat Gayi?",(2009),0.0,"Comedy, Drama",6.3,533,Saurabh Shukla,Aamir Bashir,Anil Chaudhary,Makrand Deshpande,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,17,203,1358
Raat Ke Andhere Mein,(1987),0.0,"Horror, Mystery",4.3,9,Vinod Talwar,Javed Khan,Deepika Chikhalia,Dipika,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3057,898,590,733
Raat Ke Rahi,(1959),,"Action, Crime, Drama",6.7,15,Naseem,Shammi Kapoor,Jabeen Jalil,Anwar Hussain,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,2058,899,324
Raat Ki Baat,(2000),,Crime,3.6,7,Anil Dhanda,Mandeep,Sapna Sappu,Rajni Chandra,['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,1196,2210,2027
Raaton Ka Raja,(1970),,Drama,4.4,5,Rajesh Nahta,Dolly,Jeevan,Dheeraj Kumar,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,679,950,705
Raavan,(1984),,"Drama, Family",7.1,35,Johny Bakshi,Smita Patil,Vikram Makandar,Gulshan Arora,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,2165,2775,875
Raavan,(2010),0.0,"Action, Adventure, Drama",5.4,0,Mani Ratnam,Abhishek Bachchan,Aishwarya Rai Bachchan,Govinda,"['Action', 'Adventure', 'Drama']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,45,85,868
Raaz,(1967),0.0,"Thriller, Mystery",6.2,137,Ravindra Dave,Rajesh Khanna,Babita Kapoor,I.S. Johar,"['Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2234,1702,411,947
Raaz,(1981),0.0,"Crime, Mystery, Thriller",5.2,20,Harmesh Malhotra,Raj Babbar,Sulakshana Pandit,Brahm Bhardwaj,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,918,1667,2528,555
Raaz,(2002),0.0,"Drama, Horror, Musical",6.5,0,Vikram Bhatt,Dino Morea,Bipasha Basu,Malini Sharma,"['Drama', 'Horror', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3035,665,471,1364
Raaz 3: The Third Dimension,(2012),0.0,"Horror, Romance, Thriller",4.0,0,Vikram Bhatt,Emraan Hashmi,Bipasha Basu,Esha Gupta,"['Horror', 'Romance', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3035,693,471,772
Raaz Reboot,(2016),0.0,"Horror, Mystery, Romance",4.4,0,Vikram Bhatt,Emraan Hashmi,Kriti Kharbanda,Suzanna Mukherjee,"['Horror', 'Mystery', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3035,693,1129,2758
Raaz: The Mystery Continues,(2009),0.0,"Horror, Mystery, Romance",5.6,0,Mohit Suri,Kangana Ranaut,Adhyayan Suman,Emraan Hashmi,"['Horror', 'Mystery', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1581,997,53,766
Raazi,(2018),0.0,"Action, Drama, Thriller",7.8,0,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1528,159,2743,2015
Rab Ne Bana Di Jodi,(2008),0.0,"Comedy, Drama, Music",7.2,0,Aditya Chopra,Shah Rukh Khan,Anushka Sharma,Vinay Pathak,"['Comedy', 'Drama', 'Music']",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,2038,269,2974
Rabba Main Kya Karoon,(2013),0.0,"Comedy, Romance",4.3,277,Amrit Sagar,Akash Sagar Chopra,Tahira Kochhar,Arshad Warsi,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,219,132,2611,360
Race,(2008),0.0,"Action, Crime, Drama",6.7,0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Akshaye Khanna,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1251,2126,138
Race 2,(2013),0.0,"Action, Crime, Thriller",5.4,0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Anil Kapoor,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1251,2126,249
Race 3,(2018),0.0,"Action, Crime, Thriller",1.9,0,Remo D'Souza,Anil Kapoor,Salman Khan,Bobby Deol,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2244,250,2150,550
Rachna,(1983),0.0,Family,4.8,12,Sathish,Anil Kapoor,Deepak Shankar,Jezebel,['Family'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,250,585,1064
Racket,(2018),0.0,Drama,7.3,17,Rahul Rajan,Rahul Ranjan,Suman Jain,Vaishnavi Karmarkar,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1657,2532,2886
Radha Ka Sangam,(1992),,"Drama, Romance",5.0,72,Kirti Kumar,Abhimanyyu Abhimanyu,Ragesh Asthana,Juhi Chawla,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1298,42,1832,1090
Radha Krishna,(1954),0.0,Fantasy,7.9,7,Raja Nene,Kamini Kaushal,Ratan Kumar,Agha,['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2033,989,1974,88
Radhe,(2021),0.0,"Action, Crime, Thriller",1.8,0,Prabhu Deva,Salman Khan,Disha Patani,Randeep Hooda,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1847,1939,640,2071
Radhe Shyam,(1932),,Unknown,3.8,5,Anand Prasad Kapoor,Roshan Lal Shorey,Khurshid Begum,Sunita Devi,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,231,1867,1087,2716
Radio: Love on Air,(2009),0.0,"Drama, Musical, Romance",2.9,304,Ishaan Trivedi,Himesh Reshammiya,Shenaz Treasury,Sonal Sehgal,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,999,823,2348,2624
Raees,(2017),0.0,"Action, Crime, Drama",6.8,0,Rahul Dholakia,Raj Arjun,Shubham Chintamani,Shubham Tukaram,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1666,2400,2558
Raeeszada,(1990),0.0,Drama,3.6,22,Bharat Kapoor,Sonam,Bharat Bhushan,Anil Dhawan,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,2186,448,246
Rafoo Chakkar: Fun on the Run,(2008),0.0,"Comedy, Crime, Drama",3.4,54,B.H. Tharun Kumar,Nauheed Cyrusi,Aslam Khan,Nisha Rawal,"['Comedy', 'Crime', 'Drama']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,1415,372,1718
Rafta Rafta: The Speed,(2006),,"Action, Crime, Drama",4.0,6,Raj Sharma,Sameer Dharmadhikari,Urmila Rao,Viraaj Kumar,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1943,2690,2987
Raftaar,(1975),,Drama,6.0,10,Dinesh-Ramanesh,Ramesh Puri,Moushumi Chatterjee,Vinod Mehra,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,1750,1436,2982
Raftaar - An Obsession,(2009),,Thriller,5.9,7,Vickey S. Kumar,Aryan Singh,Vishal Kaushik,Tonisha Pawar,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2992,361,2803,2826
Raghav,(2014),,Drama,7.1,30,Bhupendra Bhattarai,Gita Adhikari,Basanta Bhatta,Cait Brasel,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,757,436,570
Raghu More: Bachelor of Hearts,(2003),,Comedy,4.5,15,Iqbal Raj,Anamika Goel,Sonika Kapoor,Mangala Kenkre,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,226,2476,1382
Raghu Rai: An Unframed Portrait,(2017),0.0,Documentary,6.4,73,Avani Rai,Avani Rai,Raghu Rai,Unknown,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,402,1834,2853
Raghu Romeo,(2003),0.0,"Comedy, Crime",6.9,651,Rajat Kapoor,Vijay Raaz,Maria Goretti,Sadiya Siddiqui,"['Comedy', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,2444,1329,2252
Raghuveer,(1995),0.0,"Action, Drama",4.3,86,K. Pappu,Sunil Shetty,Shilpa Shirodkar,Suresh Oberoi,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,2266,2358,2742
Ragini MMS,(2011),0.0,"Drama, Horror, Mystery",4.9,0,Pawan Kripalani,Kainaz Motivala,Rajkummar Rao,Rajat Kaul,"['Drama', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1818,975,1905,1989
Ragini MMS 2,(2014),0.0,Horror,3.8,0,Bhushan Patel,Sunny Leone,Saahil Prem,Parvin Dabas,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,516,2274,2094,1784
Rahasya,(2015),0.0,"Mystery, Thriller",7.6,0,Manish Gupta,Kay Kay Menon,Ashish Vidyarthi,Tisca Chopra,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1465,1039,347,2821
Rahenge Sadaa Gardish Mein Taare,(2017),0.0,Drama,5.6,12,Saif Hyder Hasan,Rajesh Khera,Sonali Kulkarni,Arif Zakaria,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387,1703,2464,345
Rahgir,(1969),0.0,Romance,6.8,12,Tarun Majumdar,Biswajit Chatterjee,Sandhya Roy,Shashikala,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2896,503,2184,2478
